,Restaurant Name,Country Code,City,Longitude,Latitude,Major Cuisines,Average Cost for two in rupees,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Address
4192,Meenu Caterers,1,New Delhi,77.090369,28.6168861,North Indian,600.0,No,Yes,No,2,2.7,Orange,Average,82,"C4F, DDA Market, Janakpuri, New Delhi"
4193,Moti Mahal Delux,1,New Delhi,77.0820473,28.6300262,North Indian,1000.0,Yes,Yes,No,3,2.6,Orange,Average,105,"F-15, District Center, Janak Place, Janakpuri, New Delhi"
4194,New Kadimi,1,New Delhi,77.0944197,28.6158468,North Indian,600.0,No,Yes,No,2,2.5,Orange,Average,162,"1 & 2, C-5A, Kadimi Market, Janakpuri, New Delhi"
4195,Polka Pastry & Snack Bar,1,New Delhi,77.0966703,28.6311148,Bakery,350.0,No,No,No,1,3.2,Orange,Average,62,"BA-3A, Janakpuri, New Delhi"
4196,Pudding & Pie,1,New Delhi,77.0888248,28.6180223,Bakery,450.0,No,No,No,1,3.4,Orange,Average,66,"C4 A/46 A, Near Fire Station, Janakpuri, New Delhi"
4197,Singz,1,New Delhi,77.0859354,28.6219218,North Indian,700.0,No,No,No,2,2.5,Orange,Average,46,"A-5C/32A, Janakpuri, New Delhi"
4198,Slice of Italy,1,New Delhi,77.0884552,28.6216295,Italian,700.0,No,Yes,No,2,3.4,Orange,Average,198,"A-86, C-2B, Janakpuri, New Delhi"
4199,Subway,1,New Delhi,77.0844615,28.6219496,American,500.0,No,Yes,No,2,3.1,Orange,Average,69,"A5B/66A, Lal Sai Mandir Marg, Near C2 Bus Stand, Janakpuri, New Delhi"
4200,Suruchee,1,New Delhi,77.0935847,28.6343713,Bengali,500.0,No,Yes,No,2,3.4,Orange,Average,52,"71/139, Prem Nagar, Near Choti Sabzi Mandi, Janakpuri, New Delhi"
4201,The Bubble Tea Cafe,1,New Delhi,77.0883654,28.6215998,Cafe,600.0,No,Yes,No,2,3.0,Orange,Average,182,"C-2B/86, Janakpuri, New Delhi"
4202,The Destination,1,New Delhi,77.0910311,28.6284185,Chinese,1400.0,Yes,Yes,No,3,3.3,Orange,Average,85,"B 10, B Block, Community Centre, Janakpuri, New Delhi"
4203,The Night Delights,1,New Delhi,77.0887484,28.6202711,North Indian,800.0,No,Yes,Yes,2,3.4,Orange,Average,102,"Janakpuri, New Delhi"
4204,Tingling Pepper,1,New Delhi,77.0960937,28.6361792,North Indian,400.0,No,Yes,No,1,3.4,Orange,Average,69,"16/2, Double Story, Prem Nagar, Janakpuri, New Delhi"
4205,Wah G Wah,1,New Delhi,77.0910906,28.6298512,North Indian,450.0,No,Yes,No,1,2.7,Orange,Average,37,"Shop 61, B1 Block, Community Centre, Janakpuri, New Delhi"
4206,Midnight Hunger Hub,1,New Delhi,77.0900756,28.6122787,North Indian,800.0,No,Yes,Yes,2,4.5,Dark Green,Excellent,50,"Janakpuri, New Delhi"
4207,BarShala,1,New Delhi,77.0816045,28.6295635,Finger Food,600.0,No,No,No,2,3.5,Yellow,Good,40,"Shop 29, Janakpuri District Center, Janakpuri, New Delhi"
4208,Bemisaal Reloaded,1,New Delhi,77.091394,28.6291122,North Indian,1250.0,No,Yes,No,3,3.8,Yellow,Good,128,"B-26 & 27, Community Centre, Janakpuri, New Delhi"
4209,Bon App��tit,1,New Delhi,77.0820832,28.6296625,Fast Food,350.0,No,Yes,No,1,3.8,Yellow,Good,212,"14, Ground Floor, Satyam Cineplex, District Centre, Janakpuri, New Delhi"
4210,Burger Point,1,New Delhi,77.0901845,28.6180324,Burger,300.0,No,No,No,1,3.6,Yellow,Good,164,"C-4B/332-A, Opposite Janak Nursing Home, Janakpuri, New Delhi"
4211,Cakes 'n' Crumbs,1,New Delhi,77.0871273,28.6331568,Bakery,400.0,No,Yes,No,1,3.6,Yellow,Good,70,"Block A-2, Janakpuri, New Delhi"
4212,China Fort,1,New Delhi,77.0910903,28.6285431,Chinese,700.0,No,Yes,No,2,3.5,Yellow,Good,74,"B 8, Ground Floor, B Block, Community Centre, Janakpuri, New Delhi"
4213,Giani,1,New Delhi,77.0887384,28.6180887,Ice Cream,400.0,No,Yes,No,1,3.5,Yellow,Good,33,"C-4, E-253, Janakpuri, New Delhi"
4214,Hot Cherries,1,New Delhi,77.0871808,28.6335873,Bakery,400.0,No,No,No,1,3.6,Yellow,Good,116,"Block DB 12-B, Hari Nagar, Janakpuri, New Delhi"
4215,KFC,1,New Delhi,77.0817882,28.6209459,American,500.0,No,Yes,No,2,3.5,Yellow,Good,62,"C Block, Main Road, Janakpuri, New Delhi"
4216,McDonald's,1,New Delhi,77.0819207,28.6299374,Fast Food,500.0,No,Yes,No,2,3.6,Yellow,Good,179,"R 1, Janak Place, Janakpuri, New Delhi"
4217,Pasta Xpress,1,New Delhi,77.0941454,28.6157655,Italian,700.0,No,Yes,No,2,3.6,Yellow,Good,56,"298-A, C-5/A, Near Kadimi, Janakpuri, New Delhi"
4218,Tandoor Bar-Be-Que,1,New Delhi,77.0846413,28.6218773,North Indian,600.0,No,Yes,No,2,3.5,Yellow,Good,131,"C-2/16, Near C-2 Bus Stop, Janakpuri, New Delhi"
4219,TBK Kulcha's,1,New Delhi,77.091738,28.6191652,Fast Food,300.0,No,Yes,No,1,3.6,Yellow,Good,155,"296-A, C4B, Near Surajmal College, Janakpuri, New Delhi"
4220,The Pindi,1,New Delhi,77.0801897,28.620389,North Indian,1300.0,Yes,Yes,No,3,3.5,Yellow,Good,100,"C-1/122, Janakpuri, New Delhi"
4221,The Tangy Tomatoes,1,New Delhi,77.0936598,28.6341679,Italian,400.0,No,Yes,No,1,3.7,Yellow,Good,32,"20/14, Chhoti Subzi Mandi, Janakpuri, New Delhi"
4222,Thela,1,New Delhi,77.0905124,28.6330626,North Indian,500.0,No,Yes,No,2,3.5,Yellow,Good,87,"Ganesh Nagar, Janakpuri, New Delhi"
4223,Wah Ji Wah,1,New Delhi,77.0884763,28.6217284,North Indian,450.0,Yes,Yes,No,1,3.7,Yellow,Good,61,"C-2B/85A, Janakpuri, New Delhi"
4224,Muffins,1,New Delhi,77.0917978,28.6278364,Bakery,250.0,No,No,No,1,1.9,Red,Poor,66,"B-3/66, Janakpuri, New Delhi"
4225,Food Scouts,1,New Delhi,77.090872,28.622406,North Indian,700.0,No,Yes,No,2,4.3,Green,Very Good,22,"Janakpuri, New Delhi"
4226,Aggarwal Sweet India,1,New Delhi,77.2450727,28.5830716,Mithai,150.0,No,No,No,1,2.8,Orange,Average,15,"8/20, Sahi Hospital Road, Jangpura Extension, Jangpura, New Delhi"
4227,Bhola Dhaba,1,New Delhi,77.2459911,28.5835117,North Indian,300.0,No,Yes,No,1,2.8,Orange,Average,30,"1, Guru Nanak Market, Hospital Road, Bhogal, Jangpura, New Delhi"
4228,Cake Me Up,1,New Delhi,77.2415481,28.5799189,Bakery,400.0,No,No,No,1,3.1,Orange,Average,7,"Q-6 B, 2nd Floor, Jangpura, New Delhi"
4229,Chawla Snacks,1,New Delhi,77.2467751,28.5826876,North Indian,250.0,No,No,No,1,2.9,Orange,Average,4,"7/22, Masjid Road, Jangpura, New Delhi"
4230,Chef Joint,1,New Delhi,77.2475434,28.5795335,North Indian,400.0,No,Yes,No,1,3.2,Orange,Average,45,"1/17, Near DAV School, Jangpura Extension, Jangpura, New Delhi"
4231,China Hut,1,New Delhi,77.2472956,28.5817203,Chinese,400.0,No,Yes,No,1,3.0,Orange,Average,16,"S-8, Masjid Road, Bhogal, Jangpura, New Delhi"
4232,Chinese Hut,1,New Delhi,77.247116,28.5816136,Chinese,450.0,No,Yes,No,1,2.8,Orange,Average,5,"3/48, Jangpura Extension, Central Road, Double Story, Jangpura, New Delhi"
4233,Curries & Kebabs,1,New Delhi,77.2583408,28.5791847,North Indian,500.0,No,Yes,No,2,2.7,Orange,Average,7,"Shop 155, Bhagwan Nagar Chowk, Near Jeewan Hospital, Near Jangpura, New Delhi"
4234,Giani's,1,New Delhi,77.2412786,28.5793555,Ice Cream,400.0,No,No,No,1,3.1,Orange,Average,9,"Shop 7, Q-25, Jangpura Extension, Jangpura, New Delhi"
4235,Green Chick Chop,1,New Delhi,77.2479691,28.584787,Raw Meats,350.0,No,No,No,1,3.1,Orange,Average,15,"Shop 1, 370 to 371/1, Laxman Chamber, Hospital Road, Jangpura, New Delhi"
4236,Kabul Restaurant,1,New Delhi,77.2464868,28.5813084,Mughlai,450.0,No,No,No,1,2.8,Orange,Average,25,"4/8, Near Kashmiri Park, Central Road, Jangpura Extension, Jangpura, New Delhi"
4237,Kadimi Dukan,1,New Delhi,77.2481871,28.5825578,Street Food,200.0,No,No,No,1,3.2,Orange,Average,10,"38, Central Road, Bhogal, Jangpura, New Delhi"
4238,Kadimi Sweets,1,New Delhi,77.24752,28.5819657,Mithai,200.0,No,No,No,1,3.1,Orange,Average,42,"38, Central Road, Jangpura, New Delhi"
4239,McDonald's,1,New Delhi,77.2419073,28.5812079,Fast Food,500.0,No,Yes,No,2,3.4,Orange,Average,62,"Ground Floor, Eros Cinema Building, Jangpura Extension, Jangpura, New Delhi"
4241,New Evergreen Hotel,1,New Delhi,77.2476766,28.5844282,North Indian,450.0,No,No,No,1,2.9,Orange,Average,7,"7, Sai Hospital Road, Bhogal, Jangpura, New Delhi"
4242,Nikku Hotel,1,New Delhi,77.2515162,28.5823905,North Indian,500.0,No,Yes,No,2,2.6,Orange,Average,9,"16/5, Nikku Chowk, Jangpura, New Delhi"
4243,Om Hotel,1,New Delhi,77.2417277,28.5805634,North Indian,600.0,No,No,No,2,3.3,Orange,Average,140,"17-18, Jungpura Extension Market, Jangpura, New Delhi"
4244,Pakeeza Burger,1,New Delhi,77.246482,28.5813093,North Indian,600.0,No,No,No,2,2.6,Orange,Average,15,"Near Kashmiri Gate, Jangpura, New Delhi"
4245,Paljees Fresh Baked,1,New Delhi,77.2450505,28.5828513,Bakery,200.0,No,No,No,1,3.1,Orange,Average,16,"8/24, Sahi Hospital Road, Jangpura Extension, Jangpura, New Delhi"
4246,Pinka's Rasoi,1,New Delhi,77.2416379,28.5798378,North Indian,500.0,No,Yes,No,2,3.1,Orange,Average,21,"1, MCD Market, Jangpura Extension, Jangpura, New Delhi"
4247,Republic of Chicken,1,New Delhi,77.2450954,28.5829004,Raw Meats,400.0,No,No,No,1,2.8,Orange,Average,5,"Shashi Hospital Road, Jangpura, New Delhi"
4248,Sandwich & Sons,1,New Delhi,77.2487324,28.5853525,Fast Food,500.0,No,Yes,No,2,3.2,Orange,Average,24,"428/1, Mathura Road, Jangpura, New Delhi"
4249,Simple Restaurant,1,New Delhi,77.2439728,28.5837347,North Indian,500.0,No,No,No,2,3.0,Orange,Average,15,"39, Birbal Road, Jangpura Extension, Jangpura, New Delhi"
4250,Subway,1,New Delhi,77.2450505,28.5828513,American,500.0,No,Yes,No,2,3.3,Orange,Average,78,"Shop 5 & 6, 1, Birbal Road, Jangpura Extension, Jangpura, New Delhi"
4251,Tempting Bar-B-Que,1,New Delhi,77.2451403,28.5824117,North Indian,650.0,No,Yes,No,2,3.3,Orange,Average,29,"8/36, Birbal Road, Jangpura, New Delhi"
4252,The Biryani Hut,1,New Delhi,77.2473854,28.5818185,Biryani,400.0,No,No,No,1,2.9,Orange,Average,5,"4/64, Double Storey, Jangpura Extension, Jangpura, New Delhi"
4253,Beliram Degchiwala,1,New Delhi,77.2450505,28.5828513,North Indian,900.0,No,Yes,No,2,3.5,Yellow,Good,107,"8/22-24, Near Birbal Park, Jangpura Extension, Jangpura, New Delhi"
4254,Instapizza,1,New Delhi,77.2488222,28.5853611,Pizza,900.0,No,Yes,No,2,3.9,Yellow,Good,55,"428/1, Jangpura, New Delhi"
4255,Janta Bakery,1,New Delhi,77.2482385,28.5823926,Bakery,150.0,No,No,No,1,3.6,Yellow,Good,32,"43, Central Road, Bhogal, Jangpura, New Delhi"
4256,Pal Refreshment Corner,1,New Delhi,77.2417277,28.580653,North Indian,500.0,No,Yes,No,2,3.5,Yellow,Good,32,"20, Jangpura Extension, Jangpura, New Delhi"
4257,Transform Nutrition,1,New Delhi,77.2415673,28.5807469,Healthy Food,400.0,No,No,No,1,3.5,Yellow,Good,19,"2, DDA Market, Opposite Eros Cinemas, Jangpura, New Delhi"
4258,Bhashi Caterers,1,New Delhi,77.2515611,28.5819018,North Indian,600.0,No,Yes,No,2,0.0,White,Not rated,3,"Shastri Market, Bhogal, Jangpura, New Delhi"
4259,Birbal Ji Dhaba,1,New Delhi,77.2512383,28.5815771,North Indian,350.0,No,No,No,1,0.0,White,Not rated,1,"Shop 35, Shastri Market, Bhogal, Jangpura, New Delhi"
4260,Chaap Express,1,New Delhi,77.2460575,28.5835827,North Indian,300.0,No,No,No,1,0.0,White,Not rated,2,"Shop 2, Guru Nanak Market, Hospital Road, Jangpura, New Delhi"
4261,Daawat-e-Mehak,1,New Delhi,77.262305,28.5764607,North Indian,350.0,No,No,No,1,0.0,White,Not rated,0,"Shop 5, Main Market, Kilokari, Near Jeevan Nagar, Jangpura, New Delhi"
4262,Delhi Biryani Hut,1,New Delhi,77.2468941,28.5815151,Mughlai,300.0,No,No,No,1,0.0,White,Not rated,0,"Double Storey, Jungpura Extension, Jangpura, New Delhi"
4263,K. B. Eating Point,1,New Delhi,77.2603162,28.5798205,Chinese,250.0,No,Yes,No,1,0.0,White,Not rated,0,"97, Bhagwan Nagar Chowk, Jangpura, New Delhi"
4264,Kashmiri Wazwan,1,New Delhi,77.247005,28.5815244,Kashmiri,250.0,No,No,No,1,0.0,White,Not rated,1,"5/2, Double Storey, Bhogal, Jangpura, New Delhi"
4266,Mughlai Darbar Muradabadi,1,New Delhi,77.2487324,28.5852629,Mughlai,300.0,No,No,No,1,0.0,White,Not rated,0,"Shop 1B, Hospital Road, Jangpura, New Delhi"
4267,P.S. Chinese & Thai Food,1,New Delhi,77.2585204,28.5791121,Chinese,300.0,No,No,No,1,0.0,White,Not rated,0,"155, Bhagwan Nagar Chowk, Jangpura, New Delhi"
4268,Pak Afghan Restaurant,1,New Delhi,77.2467645,28.5814249,Afghani,300.0,No,No,No,1,0.0,White,Not rated,0,"Shop 4/3, Jangpura, New Delhi"
4269,Pakeeza Restaurants,1,New Delhi,77.2463975,28.5812764,Mughlai,500.0,No,No,No,2,0.0,White,Not rated,0,"4/10, Jangpura Extension, Jangpura, New Delhi"
4271,Sanjha Chulha,1,New Delhi,77.2574428,28.5738108,North Indian,700.0,Yes,No,No,2,0.0,White,Not rated,1,"Near Pillar 291, Jangpura Flyover, Jangpura, New Delhi"
4272,Sardar A Pure Meat Shop,1,New Delhi,77.247116,28.5843025,Raw Meats,300.0,No,No,No,1,0.0,White,Not rated,3,"329-330, Shop 5, Samman Bazar, Bhogal, Jangpura, New Delhi"
4273,Shahi Muradabadi & Hyderabadi,1,New Delhi,77.2622917,28.5771398,Mughlai,200.0,No,No,No,1,0.0,White,Not rated,0,"206, A/3, Jeevan Nagar, Tikona Park, Sunlight Colony, Jangpura, New Delhi"
4274,Shankar Chinese Foods,1,New Delhi,77.2422216,28.5794004,Chinese,200.0,No,No,No,1,0.0,White,Not rated,0,"Hakikat Rai Road, Jungpura Extension, Jungpura"
4275,Shri Ram Sweets,1,New Delhi,77.2584306,28.5792829,South Indian,300.0,No,No,No,1,0.0,White,Not rated,2,"57, Bhagwan Nagar, Gurudwara Bala Sahib Road, Ashram, Near Jangpura, New Delhi"
4276,Subhash Punjabi Family Dhaba,1,New Delhi,77.251335,28.5815991,North Indian,350.0,No,Yes,No,1,0.0,White,Not rated,1,"46, Shastri Market, Bhogal, Jangpura, New Delhi"
4277,Tandoori Nature,1,New Delhi,77.2479992,28.5832431,North Indian,400.0,No,No,No,1,0.0,White,Not rated,0,"22, Samman Bazar, Bhogal, Jangpura, New Delhi"
4278,Tinker Koch,1,New Delhi,77.2474752,28.5839782,North Indian,300.0,No,No,No,1,0.0,White,Not rated,0,"Jangpura, New Delhi"
4279,Wakhra Swag,1,New Delhi,77.2569041,28.5744768,South Indian,200.0,No,No,No,1,0.0,White,Not rated,0,"Shop 93, Near Petroleum, Hari Nagar Ashram, Jangpura, New Delhi"
4280,Chawla's�_,1,New Delhi,77.2417277,28.5802945,North Indian,800.0,Yes,Yes,No,2,2.3,Red,Poor,126,"12, Opposite Eros Cinema, Jangpura Extension Market, Jangpura, New Delhi"
4281,Barbeque Nation,1,New Delhi,77.2413236,28.580749,North Indian,1600.0,No,No,No,3,4.0,Green,Very Good,744,"Ground Floor, Eros Cinema Building, Jangpura Extension, Jangpura, New Delhi"
4282,Novelty Dairy & Stores,1,New Delhi,77.2439279,28.5837753,Fast Food,200.0,No,No,No,1,4.1,Green,Very Good,352,"43, Hawkers House, Birbal Road, Jangpura Extension, Jangpura, New Delhi"
4283,Caara Cafe,1,New Delhi,77.2225973,28.6274922,Cafe,600.0,No,No,No,2,3.3,Orange,Average,59,"17, Kasturba Gandhi Marg, British Council, Janpath, New Delhi"
4284,Cafe Coffee Day - The Lounge,1,New Delhi,77.22028926,28.62642941,Cafe,750.0,No,No,No,2,3.3,Orange,Average,81,"Peary Lal and Sons, 42, Janpath, New Delhi"
4285,Cafe Coffee Day,1,New Delhi,77.2198128,28.6290186,Cafe,450.0,No,No,No,1,3.1,Orange,Average,34,"1, Ground Floor, Atma Ram Mansion, Scindia House, Connaught Circus, Janpath, New Delhi"
4286,Costa Coffee,1,New Delhi,77.21958833,28.629035,Cafe,600.0,No,No,No,2,3.4,Orange,Average,31,"3, Ground Floor, Scindia House, Janpath, New Delhi"
4287,Gulnar - Hotel Janpath,1,New Delhi,77.21879444,28.62175556,North Indian,2000.0,Yes,No,No,4,3.2,Orange,Average,40,"Hotel Janpath, Janpath Road, Janpath, New Delhi"
4288,Kalpana Restaurant,1,New Delhi,77.220734,28.6285904,North Indian,500.0,No,Yes,No,2,3.2,Orange,Average,40,"84/A, Tolstoy Lane, Janpath, New Delhi"
4289,Meenas,1,New Delhi,77.2165193,28.6219039,North Indian,550.0,No,No,No,2,2.9,Orange,Average,7,"1, Behind Royal Plaza Hotel, Ashok Road, Janpath, New Delhi"
4290,Pizza Hut,1,New Delhi,77.2195131,28.62751063,Italian,1000.0,No,Yes,No,3,3.4,Orange,Average,116,"58, Janpath, New Delhi"
4291,Prince Chaat Corner,1,New Delhi,77.2185552,28.628809,Street Food,150.0,No,No,No,1,3.2,Orange,Average,12,"23, Indian Oil Building, Janpath, New Delhi"
4292,Rajeev Restaurant,1,New Delhi,77.2166027,28.621945,North Indian,200.0,No,No,No,1,3.0,Orange,Average,5,"5, Behind Hotel Royal Plaza, Janpath, New Delhi"
4293,RSVP,1,New Delhi,77.2170731,28.6212756,Finger Food,3000.0,No,No,No,4,2.7,Orange,Average,16,"Hotel The Royal Plaza, 19, Ashoka Road, Janpath, New Delhi"
4294,Samridhi,1,New Delhi,77.2167587,28.623172,Kerala,350.0,No,No,No,1,3.2,Orange,Average,85,"Kerala House, 3 Jantar Mantar Road, Near Patel Chowk Metro Station, Janpath, New Delhi"
4295,Shan E Dilli,1,New Delhi,77.2209805,28.62913,North Indian,400.0,No,No,No,1,3.0,Orange,Average,7,"148, Scindia House, Behind Prem Nath Motor Corporation, Janpath, New Delhi"
4296,Svasti Cafe,1,New Delhi,0.0,0.0,North Indian,800.0,Yes,No,No,2,3.1,Orange,Average,6,"Svasti Sankul, Gate 1, Indira Gandhi National Centre For The Arts, Janpath, New Delhi"
4297,The Zest,1,New Delhi,77.21957177,28.62727844,North Indian,1100.0,Yes,No,No,3,3.2,Orange,Average,11,"3rdFloor, Handloom Hand, Near Janpath Metro Station,  Gate 2, Janpath, New Delhi"
4299,Bhogal Chole Bhature Wala,1,New Delhi,77.22037341,28.62921603,Street Food,150.0,No,No,No,1,3.8,Yellow,Good,47,"Scindia House, K G Marg, Janpath, New Delhi"
4300,Bunta Bar,1,New Delhi,77.2198128,28.6283018,Modern Indian,1200.0,Yes,No,No,3,3.9,Yellow,Good,450,"2nd Floor, 76, Janpath, New Delhi"
4301,Cafe Coffee Day The Square,1,New Delhi,77.2194865,28.626685,Cafe,700.0,No,No,No,2,3.7,Yellow,Good,49,"44, Janpath, New Delhi"
4302,Cottage Caf�� by Smoothie factory,1,New Delhi,77.21970689,28.62590527,Cafe,650.0,No,Yes,No,2,3.7,Yellow,Good,223,"Cottage Emporium, Janpath, New Delhi"
4303,Depaul's,1,New Delhi,77.2186451,28.6289072,Fast Food,200.0,No,No,No,1,3.7,Yellow,Good,475,"22, Janpath Bhawan, Janpath, New Delhi"
4304,Fresc Co,1,New Delhi,77.2197229,28.6282932,Italian,1900.0,Yes,Yes,No,3,3.8,Yellow,Good,1347,"78, Janpath, New Delhi"
4305,Informal,1,New Delhi,77.220458,28.627044,North Indian,1200.0,Yes,No,No,3,3.9,Yellow,Good,555,"52, Tolstoy Lane, Near Connaught Place, Janpath, New Delhi"
4306,Lutyens Cocktail House,1,New Delhi,77.2194535,28.6183217,North Indian,2100.0,Yes,No,No,4,3.9,Yellow,Good,299,"22, Janpath, New Delhi"
4307,McDonald's,1,New Delhi,77.21920632,28.62662923,Fast Food,500.0,No,Yes,No,2,3.8,Yellow,Good,158,"42, Janpath, New Delhi"
4308,Office Office,1,New Delhi,77.2196331,28.6269407,North Indian,1200.0,No,No,No,3,3.9,Yellow,Good,291,"48, Tolstoy Lane, Janpath, New Delhi"
4309,Pappu Chat Bhandar,1,New Delhi,77.2225973,28.6276714,Street Food,150.0,No,No,No,1,3.5,Yellow,Good,19,"19, Ground Floor, Suryakiran Building, Kasturba Gandhi Marg, Janpath, New Delhi"
4310,The Beer Cafe,1,New Delhi,77.21962843,28.62913863,Finger Food,1250.0,Yes,No,No,3,3.6,Yellow,Good,1058,"1/2, Scindia House, Janpath, New Delhi"
4311,The Masala Trail,1,New Delhi,77.219697,28.62711,North Indian,800.0,Yes,Yes,No,2,3.9,Yellow,Good,303,"52, Janpath, New Delhi"
4312,Chill House Kafe,1,New Delhi,77.2186451,28.627832,Cafe,250.0,No,No,No,1,0.0,White,Not rated,1,"Ground Floor, Handloom Haat, Janpath, New Delhi"
4313,Connoisseur,1,New Delhi,77.20999705,28.62569483,Bakery,400.0,No,No,No,1,0.0,White,Not rated,0,"401, Surya Kiran Building, Janpath, New Delhi"
4314,Mahesh Chaat Corner,1,New Delhi,0.0,0.0,Chinese,250.0,No,No,No,1,0.0,White,Not rated,0,"Shop 23, Indian Oil Building, Janpath, New Delhi"
4315,Pind Balluchi,1,New Delhi,77.2197229,28.6291892,North Indian,1000.0,Yes,No,No,3,0.0,White,Not rated,3,"1/3, ScIndia House, Janpath, New Delhi"
4316,Queen's Way,1,New Delhi,77.2181061,28.6284974,North Indian,500.0,No,No,No,2,0.0,White,Not rated,2,"4, Raza Market, Behind DLF Building, Janpath Lane, Janpath, New Delhi"
4317,Sea Lord,1,New Delhi,77.2164893,28.6219815,North Indian,250.0,No,No,No,1,0.0,White,Not rated,3,"5, Behind Royal Plaza Hotel, Janpath, New Delhi"
4318,52 Janpath,1,New Delhi,77.2196331,28.6271199,American,1550.0,Yes,No,No,3,4.2,Green,Very Good,361,"52, Janpath, New Delhi"
4319,Cafe Southall,1,New Delhi,77.2205314,28.6272055,North Indian,1350.0,Yes,No,No,3,4.2,Green,Very Good,162,"54, Tolstoy Lane, Janpath, New Delhi"
4320,Saravana Bhavan,1,New Delhi,77.2195882,28.6270708,South Indian,500.0,No,Yes,No,2,4.2,Green,Very Good,1869,"50, Janpath, New Delhi"
4321,Tourist Janpath,1,New Delhi,77.2196051,28.6291434,North Indian,2000.0,Yes,No,No,4,4.1,Green,Very Good,501,"1, Scindia House, Janpath Road, Janpath, New Delhi"
4322,Cafe Coffee Day,1,New Delhi,77.2865357,28.5377179,Cafe,450.0,No,No,No,1,3.1,Orange,Average,23,"G-18, Ground Floor, Spendour Farm, Distric Centre, Jasola, New Delhi"
4323,Cafe Punjabi,1,New Delhi,77.2872342,28.5373236,North Indian,300.0,No,No,No,1,3.3,Orange,Average,33,"GF-47, Plot 7, TDI Center, Jasola, New Delhi"
4324,Chai Garam,1,New Delhi,77.2866593,28.5377077,Beverages,300.0,No,No,No,1,2.9,Orange,Average,6,"Food Court, Ground Floor, Splendor Forum, Jasola, New Delhi"
4325,Chai Shots,1,New Delhi,77.2862858,28.5398301,Beverages,200.0,No,No,No,1,3.0,Orange,Average,15,"Shop 27-A, DLF Tower A, Jasola, New Delhi"
4326,Chao Cart,1,New Delhi,77.2877168,28.53938,Chinese,400.0,No,No,No,1,3.1,Orange,Average,4,"Omaxe Building, Near Apollo Metro Station, Jasola District Center, Jasola, New Delhi"
4327,Deli Belly,1,New Delhi,77.2884959,28.5398033,North Indian,1000.0,Yes,No,No,3,2.6,Orange,Average,49,"Shop 31, Ground Floor, DLF Tower B, Jasola, New Delhi"
4328,Ego,1,New Delhi,77.2865123,28.5391313,Continental,800.0,Yes,No,No,2,3.3,Orange,Average,14,"Shop 14, Ground Floor, Omaxe Square, Jasola, New Delhi"
4329,Fresh n Refresh,1,New Delhi,77.2970413,28.5413666,Fast Food,500.0,No,No,No,2,2.8,Orange,Average,22,"Shop 35, Ground Floor, Living Square Mall, Pocket 6, Jasola, New Delhi"
4330,Jack Po!tato's,1,New Delhi,77.2875272,28.5372187,Fast Food,150.0,No,No,No,1,3.3,Orange,Average,15,"Atrium Floor, Splendor Forum Mall, Jasola, New Delhi"
4331,Moti Mahal Delux,1,New Delhi,77.2875567,28.5373632,North Indian,950.0,Yes,Yes,No,2,2.8,Orange,Average,26,"33-34, Ground Floor, TDI Centre, Jasola, New Delhi"
4332,Pizza Hut Delivery,1,New Delhi,77.2866858,28.5377272,Italian,800.0,No,Yes,No,2,2.5,Orange,Average,47,"15-B, Ground Floor, Splendor Forum, District Centre, Jasola, New Delhi"
4333,Riviera,1,New Delhi,77.2935319,28.5404503,Continental,1000.0,Yes,No,No,3,3.2,Orange,Average,8,"Ameya Suites, Plot-6, FC-33, Jasola Institutional Area, Jasola, New Delhi"
4334,Subway,1,New Delhi,77.2866755,28.5376733,American,500.0,No,Yes,No,2,2.8,Orange,Average,67,"Ground Floor Atrium, Splendor Forum, Jasola, New Delhi"
4335,Tamura,1,New Delhi,77.2874628,28.5374717,Japanese,1500.0,Yes,No,No,3,3.3,Orange,Average,19,"TDI Centre, 1st Floor, Jasola, New Delhi"
4336,ANF Kitchen Express,1,New Delhi,77.2894195,28.5386022,North Indian,450.0,No,No,No,1,3.5,Yellow,Good,49,"Shop 121, DLF Tower B, Jasola, New Delhi"
4337,Mumu Dahlin,1,New Delhi,77.294558,28.5398007,Continental,1000.0,Yes,No,No,3,3.8,Yellow,Good,92,"The Nanee Suites, Plot 49, Pocket 1, Road 13A, Jasola, New Delhi"
